example_id,source_poem_id,source_author,source_title,target_author,split,sample_index,generated_poem,model,backend,delta_lines,delta_stanzas,delta_tokens_per_line,delta_lines_per_stanza,log_path,timestamp
122_Ефтим Клетников_0,122,Гане Тодоровски,Ноќ без интерпункција,Ефтим Клетников,train,0,"Патувач броди по сината вода.
Кајчето плива по Егеј-водата.
Телото разголено во ветер е.
Силата ја зема темната ноќта.
Срцето чука во големата тишина.

Ноќта натежна во градите е.
Запирка се јавува во ноќта.
Духот поникнат по рамнината е.
Прска страв по рамнината.
Болката се шири во коските.

Зората избива од планината.
Повторно се буди старата силата.
Брегот чека сите патувачите.
Сонцето вее над сината вода.
Животот почнува во светлината.",gemma-4-31b-it,google,0.13,-0.27,-0.1,0.45,/Users/Aleks/Documents/Programming/Python/NLP/data/llm_transfer_logs/2026-09-17T210811.607271+0000__Гане_Тодоровски__Ефтим_Клетников.json,2026-09-17T21:08:11.607271+00:00
287_Ефтим Клетников_0,287,Веле Смилевски,Хаику книга,Ефтим Клетников,train,0,"Книгата стои во Охрид, во соборе.
Прашина ја покрива таа, слој.
Рамнината е тишина, мир.
Вее ветер низ старите соборе.
Стрaници чекаат збор, чекаат глас.

Корица е од кожа, од земја.
Мерка бара рака, бара сила.
Направен е облик тука, во каменто.
Сосе на идеја стои книгата.
Кожата се јавува, се отвора.

Идејата го води прстот, води мисла.
Книгата се отвора сега, во час.
Избива светлина од нејзин збор, пламенто.
Смислата ја наоѓа вистината, патот.
Овде се спојува сè, во едно.",gemma-4-31b-it,google,0.13,-0.27,0.63,0.45,/Users/Aleks/Documents/Programming/Python/NLP/data/llm_transfer_logs/2026-09-17T211202.311815+0000__Веле_Смилевски__Ефтим_Клетников.json,2026-09-17T21:12:02.311815+00:00
306_Ефтим Клетников_0,306,Веле Смилевски,Книгата НИЕ,Ефтим Клетников,train,0,"Деца во Скопје формираат единица.
Единицата независна, илегална патека.
Коридори, владетел, линијата на школа.
Прска светлината по ѕидовите.
Рамнината ги носи чекорите.

Портрети, лика, старите предци.
Пророк избива од темната рамнина.
Громобран, името, јазикот на татко.
Срцето избодено од тишината.
Шумскиот ветер вее, тресе.

Космос, ѕвезди, прашина на небото.
Времето развлечено, долгото чекање.
Дете гледа во далечната висината.
Празникот избива, ноќта вее.
Единицата чека, ја бара ноќта.",gemma-4-31b-it,google,0.13,-0.27,-0.3,0.45,/Users/Aleks/Documents/Programming/Python/NLP/data/llm_transfer_logs/2026-09-17T211656.461474+0000__Веле_Смилевски__Ефтим_Клетников.json,2026-09-17T21:16:56.461474+00:00
704_Катица Ќулавкова_0,704,Блаже Конески,НОЌНА ПЕСНА,Катица Ќулавкова,train,0,"Темносина ноќна, тешка тишина.
Сребрена луна, бледи, далечни ѕвездите.
Просторна темносина, вечна ноќта.
Окрилува ноќта, една тешка ствар.
Тука, во овој празен миг.
Студени нити бела светлина.

Оддалечена песна, ехото на празноста.
Опијанува тишина, еден празен пат.
Пригласува звук, тесен, мрачен простор.
Едно суштество, длабока, сива осаменост.
Поривите на ветрот, сива прашина.
Предметите станале само темни сенки.

Мисла за нејќи, бесконечна далечинава.
Особено тежок, црн, заглавен жал.
Невозвратна љубов, една празна рака.
Жуберка спомен, мал остаток.
Срцево, камен, една студена ствар.
Значи ли ова стварно живот?

Опсипува ноќта, темен, густ сок.
Гушење, тесно грло, неми страв.
Темносин плач, една тиха солза.
Нити тага, тесна мрежа.
Народот спие, јас сам будам.
Студена стварноста, затворена вратка.

Останата жуберка, една празна мисла.
Темносина, бесконечност, вечна ноќта.
Окрилува жал, една тешка ствар.
Тука, во овој празен простор.
Студени предметите, мртви, сиви стварите.
Опијанува тишината, еден конечен крајот.",gemma-4-31b-it,google,0.77,0.25,0.17,-0.15,/Users/Aleks/Documents/Programming/Python/NLP/data/llm_transfer_logs/2026-09-17T210231.497781+0000__Блаже_Конески__Катица_Ќулавкова.json,2026-09-17T21:02:31.497781+00:00
46_Катица Ќулавкова_0,46,Ацо Шопов,Ноќта,Катица Ќулавкова,train,0,"Лажна убавина на целата стварноста
Скриена маска на сите предметите
Измама на бледата, лажна реалноста
Одсјај на далечната, студена зората
Студена тишина на празниот просторот

Поетски поглед кон далечната границата
Сон за недонесената, скриена вистината
Суштества од чиста, бела светлината
Прелаз на возбудените, тешки мислите
Висока визија на бесконечната вечноста
Значи апсолутната, чиста слободата

Возбудени паметите на секој денот
Пролетни поривите на сите водите
Разливање на брзата, луда реката
Дневна врелоста на жаркото сонцето
Немири на заборавените, стари народите
Сливање на силни, темни струите

Темната ноќта на долгото успивање
Сливање во длабокиот, тежок заборавот
Нежно паѓање на сите сенките
Мирна длабочина на вечниот сонот
Сонливи нити на изгубеното времето
Станале прашина на ладниот ветерот

Присната стварноста на краткиот мигот
Недонесената вечност на човечката душата
Сложени врвки на сите мислите
Одсјај на старата, тешка вратката
Поетска тишина на празниот просторот
Клуч на затворената, црна вратката",gemma-4-31b-it,google,-0.23,0.25,0.37,-0.35,/Users/Aleks/Documents/Programming/Python/NLP/data/llm_transfer_logs/2026-09-17T210635.856768+0000__Ацо_Шопов__Катица_Ќулавкова.json,2026-09-17T21:06:35.856768+00:00
42_Катица Ќулавкова_0,42,Богомил Ѓузел,Бдеење,Катица Ќулавкова,train,0,"Небото затвора тешката вратката.
Чкрип хоризонт на решетките.
Железни линии на затворот.
Сенки од сивите предметите.
Тешка, празна ноќна тишината.
Студена, сива ноќта.

Бессоница како тенки нитите.
Уморна, осамена човечка душата.
Слуша длабока, црна празнината.
Особено тешката, густа темнината.
Станале невидливи, чудни суштествата.
Скриени поривите на стравто.

Горчлив, јалков алкохол во чашата.
Сув, тврд лебец на масата.
Затворени, празни градски дуќаните.
Студено стакло и сива прашината.
Предвреме дојдена, тешка стварноста.
Студена, стаклона чашата.

Оган што медлено запалува ноќта.
Магнетисува празна, студена собата.
Сребрени, тенки нити на сеќавањата.
Студени, тешки метални предметите.
Значи само една сурова стварноста.
Сенка на заборавениот народот.

Дланка како тесна, долга патеката.
Линии на зацртаната судбината.
Чекори низ топла, мека кожата.
Остро, јасно и тешко значење.
Бесконечна, сива, празна стварноста.
Последната, затворена вратката.",gemma-4-31b-it,google,0.77,0.25,-0.4,-0.15,/Users/Aleks/Documents/Programming/Python/NLP/data/llm_transfer_logs/2026-09-17T211032.821450+0000__Богомил_Ѓузел__Катица_Ќулавкова.json,2026-09-17T21:10:32.821450+00:00
122_Катица Ќулавкова_0,122,Гане Тодоровски,Ноќ без интерпункција,Катица Ќулавкова,train,0,"Поникнат патувач, сивата прашината.
Тешка, заборавена, сива прашината.
Суштества без едно јасно името.
Натежнато, бесконечно бродењето на патувачите.
Станале бледи, ноќни, тихи сенките.
Силна, тешка, непомирива тишината.

Разголено, мало, дрвено кајчето.
Солена, ладна, длабока водата.
Тонки, проѕирни нити од страв.
Мала, треперечка, слаба надежта.
Темна, длабока, непозната површината.
Предметите на синото, големо морето.

Остри, ноќни, ладни поривите.
Празна, изгубена, стара силата.
Кратка, тешка запирка на дишењето.
Острото, вечно, човечко страдањето.
Бесконечна, ладна, сива стварноста.
Особено тешкото, бавно пристигнувањето.

Далечен, невидлив, стран брегот.
Народот на старите, заборавени соништата.
Студена, песочна, празна нивата.
Железна, тврда, непомирива копната.
Повторно, бавно, тешко пристигнувањето.
Скршена, горка, човечка вистината.

Бледа, прва, светла зората.
Светла, далечна, мала точката.
Значи нов, чист, прв почетокот.
Чиста, неоптимална, нова силата.
Распоредени, празни, стари судините.
Крајната, бела, вечна светлината.",gemma-4-31b-it,google,0.77,0.25,-0.33,-0.15,/Users/Aleks/Documents/Programming/Python/NLP/data/llm_transfer_logs/2026-09-17T211433.350562+0000__Гане_Тодоровски__Катица_Ќулавкова.json,2026-09-17T21:14:33.350562+00:00
287_Катица Ќулавкова_0,287,Веле Смилевски,Хаику книга,Катица Ќулавкова,train,0,"Книгата како тежок, стар предмет
кожаната тешка и затворена корица
длабоката и затворената тајна
станале нити од сива прашина
статиката на некој стар страв
листовите се бела тишина

Внатрешната и скриена идеја
силниот порив на мислата
невидливата и точна мерка
суштества од чиста светлина
особено тешка и горка вистина
зборовите се широк, празен простор

Корицата како тешка, дрвена вратка
точната мерка на сите духовите
направен облик на реалноста
соодветната и широка ширина
значењето е тешка, темна тежина
димензијата е голема, јасна разлика

Отвора се самото затворено
спојот на двете различни нити
надворешната и груба кожа
нејзиниот свет на стварноста
линиите се совпаѓање
значи отворената и чиста книга

Предметите како старите, прашни огледала
совршен спој на формата
вечноста е точна мерка
тиха копринена нит на душата
идејата е стварноста",gemma-4-31b-it,google,-0.23,0.25,-0.19,-0.35,/Users/Aleks/Documents/Programming/Python/NLP/data/llm_transfer_logs/2026-09-17T212601.397256+0000__Веле_Смилевски__Катица_Ќулавкова.json,2026-09-17T21:26:01.397256+00:00
306_Катица Ќулавкова_0,306,Веле Смилевски,Книгата НИЕ,Катица Ќулавкова,train,0,"Независен илегален пророк на тишината
Тајна детска единица во ходниците
Студени дрвени владетели на училиштето
Сенки од сиви бетонски предметите
Станале чудни и осамени суштествата
Тишината на старите собите

Црно-бели старите фотографии на децата
Остри метални линийки на масата
Развлечен празен простор на нивните
Сребрени нити на изгубеното времето
Особено тешка темна стварноста
Сенка од прашни тефтерите

Темни густи шуми на соништата
Студен ноќен воздух на поривите
Избоден тивок копнеж во срцата
Сенка од далечни сиви планите
Сребрена прашина на патиштата
Тишина на ноќните часовите

Космичка детска реалност на светот
Громобран од страв и осаменоста
Невидлива граница на сите суштествата
Значи тешка скриена тајната
Сложени детски дланки на вечноста
Студена стварност на народот

Заборавени мали владетели на сенките
Скриени во длабока темна ноќта
Формирана единица на пророците
Сенки од прашни соништата
Особена тежина на душата
Студена стварност на децата",gemma-4-31b-it,google,0.77,0.25,0.03,-0.15,/Users/Aleks/Documents/Programming/Python/NLP/data/llm_transfer_logs/2026-09-17T213301.783982+0000__Веле_Смилевски__Катица_Ќулавкова.json,2026-09-17T21:33:01.783982+00:00
704_Пијан Славеј_0,704,Блаже Конески,НОЌНА ПЕСНА,Пијан Славеј,train,0,"Темносино ме окрилува сега
Свири тишината тука сега
Опијанува душата многу полека
Пригласува сè што ека
Песната ека многу сега
Велат дека е ноќна таа

Мислата се расипе тешко тука
Опсипува жал многу во мене
Барам нејќи тука сега
Дланката се тресе многу сега
Срцето се жуберка полека сега
Плени душата многу сега
Таа не доаѓа повеќе тука
Стојам ваков тука сам сега
Жал ме зазема многу сега",gemma-4-31b-it,google,0.31,-0.45,0.14,1.51,/Users/Aleks/Documents/Programming/Python/NLP/data/llm_transfer_logs/2026-09-17T205941.526115+0000__Блаже_Конески__Пијан_Славеј.json,2026-09-17T20:59:41.526115+00:00
544_Пијан Славеј_0,544,Бранко Цветкоски,БОГИНКИ,Пијан Славеј,train,0,"Дождот мие многу бавно рѓата
Мие ја силно козјата
Тоне длабоко сега цела планината
Вали тешко цела земјата
Ѕвечи ја јасно земјата
Ваков е крајот сега

Крепоста спие многу сега тука
Окото се затвора сега
Тешко се затвора таа
Доаѓа бавно цела ова црната
Свети силно сега цела средиштето
Велат дека плени таа
Плени ја јасно визбата
Трпне ја долго црната
Сè се расипе сега",gemma-4-31b-it,google,0.31,-0.45,-0.06,1.51,/Users/Aleks/Documents/Programming/Python/NLP/data/llm_transfer_logs/2026-09-17T210248.229194+0000__Бранко_Цветкоски__Пијан_Славеј.json,2026-09-17T21:02:48.229194+00:00
46_Пијан Славеј_0,46,Ацо Шопов,Ноќта,Пијан Славеј,train,0,"Убавината измамува многу тешко сега,
таа лаже многу јасна,
поетот гледа силно таа,
сонува веднаш во темната ноќта,
велат дека таа многу плени,
тој го расипе сè брзо,
тој ја виде вистината јасно.

Денот памети многу возбудено сега,
водата се разлива многу силно,
се слива брзо таа,
плукни ги сите тие паметите,
ноќта успива многу тишо,
заборав сè многу брзо,
спиј ваков распеан тука,
дланките се смири конечно.",gemma-4-31b-it,google,0.31,-0.45,0.14,1.51,/Users/Aleks/Documents/Programming/Python/NLP/data/llm_transfer_logs/2026-09-17T210604.659039+0000__Ацо_Шопов__Пијан_Славеј.json,2026-09-17T21:06:04.659039+00:00
287_Пијан Славеј_0,287,Веле Смилевски,Хаику книга,Пијан Славеј,train,0,"Направи ја оваата корица
Измери ја точно мерката
Идејата тешко тука се плете
Ваков треба точно да биде
Книгата така си се затегна
Сè се прави многу сега
Дланките ја водат сите

Отвора се многу многу полека
Нејзин збор сега јасно се знае
Велат дека така се плете
Свират тишини во неа сега
Книгата така си се отворина
Расипе се сè до крајната
Плени ја оваата книга",gemma-4-31b-it,google,-0.69,-0.45,0.4,1.01,/Users/Aleks/Documents/Programming/Python/NLP/data/llm_transfer_logs/2026-09-17T210941.203048+0000__Веле_Смилевски__Пијан_Славеј.json,2026-09-17T21:09:41.203048+00:00
306_Пијан Славеј_0,306,Веле Смилевски,Книгата НИЕ,Пијан Славеј,train,0,"Децата формираат единица
Стојат илегално тие сега
Независно се збираат тие
Пророк велат дека се тие
Ваков се збираат тие сега
Тие само така стојат тие
Така ги плени ноќта

Владетел не ги слуша тие
Громобран ги води тие сега
Избоден стои тој во шумата
Развлечен е патот сега
Дланките плукни тие
Свират тие во шумата
Велат дека се распеани тие
Расипе го тој сега",gemma-4-31b-it,google,0.31,-0.45,-0.06,1.51,/Users/Aleks/Documents/Programming/Python/NLP/data/llm_transfer_logs/2026-09-17T211332.321029+0000__Веле_Смилевски__Пијан_Славеј.json,2026-09-17T21:13:32.321029+00:00
42_Ристо Лазаров_0,42,Богомил Ѓузел,Бдеење,Ристо Лазаров,train,0,"Небото затвора тесното око.
Магнетна ноќта црна талката.
Среде густа темнина ноќна.

Чкрип на железните решетките сиви.
Хоризонт на празната границата далечна.
Тишината втора внимателно слушани.

Дуќаните затворени во Скопје старите.
Предвреме вечерта студена сивата.
Сетне уморна душата човечката.

Чаша алкохол тешката капката горка.
Бессоницата гори јака огнена.
Светилнот замаглано тиво запалуваната.

Коричка лебец сувата кората бела.
Троа солта бела кристална.
Слива талката горка солзата.

Линии на старата дланта тесни.
Патека севездени траги долгини.
Судбината тешка линија црна.

Среде ноќта осамена темна.
Патовите празни долги прашни старите.
Катаден мирна тишина вечна.",gemma-4-31b-it,google,-0.35,-0.23,-0.25,0.05,/Users/Aleks/Documents/Programming/Python/NLP/data/llm_transfer_logs/2026-09-17T211158.562575+0000__Богомил_Ѓузел__Ристо_Лазаров.json,2026-09-17T21:11:58.562575+00:00
122_Ристо Лазаров_0,122,Гане Тодоровски,Ноќ без интерпункција,Ристо Лазаров,train,0,"Бродиме поникнати патувачи на патот
среде река Слива и калта
троа прашина на нозете

Мало кајче на ветерот
разголената надеж на срцето
на тешката вода на реката

Натежниот чекор на уморот
севезден страв на ноќта
без никаква сила во рацете

Кратка запирка на дишењето
ноќна талка на очите
под темната луна на небото

Далечниот брег на селцето
кај старите селци на Галеи
камена планина на студот

Првата зора на светлината
повторно животот на душата
светли мераци на утрината

Крајна точка на прагот
катаден сонот на смртта
тишина на душата и мирот",gemma-4-31b-it,google,-0.35,-0.23,-0.25,0.05,/Users/Aleks/Documents/Programming/Python/NLP/data/llm_transfer_logs/2026-09-17T211524.635992+0000__Гане_Тодоровски__Ристо_Лазаров.json,2026-09-17T21:15:24.635992+00:00
306_Ристо Лазаров_0,306,Веле Смилевски,Книгата НИЕ,Ристо Лазаров,train,0,"Среде темен сумрак,
сива улица на големиот град,
децата-сенките на сивиот праг.

Независна единица,
илегален пророк на црната ноќ,
тајната талка на младите деца.

Дрвена линија,
црно-бела слика на старо време,
сетните погледи од далечниот север.

Земјен владетел,
громобран гнев на сиромашниот човек,
избодените молќи на темната ноќ.

Троа шума,
катаден пат на сите сенки,
развлечените корени на старата земја.

Севезден космос,
звездена книга на чиста светлина,
века тишината на големата вселена.

Млади мераци,
светлината-печат на човечката душа,
имените-тајните на вечната ноќ.",gemma-4-31b-it,google,-0.35,-0.23,-0.68,0.05,/Users/Aleks/Documents/Programming/Python/NLP/data/llm_transfer_logs/2026-09-17T213140.495296+0000__Веле_Смилевски__Ристо_Лазаров.json,2026-09-17T21:31:40.495296+00:00
114_Славко Јаневски_0,114,Катица Ќулавкова,"Скршени, набожни",Славко Јаневски,train,0,"Скопје сиви улици камен сопна.
Ѕид камен тежок земја падна.
Студена зора сив град зазема.
Листа суви црна земја покрила.
Сонце бледо празно небо оставила.
Ветер ладен сива прашина носела.

Душа лишена свое име изгубила.
Скршен дух сива прашина стана.
Чедо мало голем страв почувствува.
Закон суров цел живот одзема.
Свобода стара тешка верига скршила.

Набожна вера тешко молчание проповела.
Дребно право строг судја наметна.
Псссссссстстстст — мртви јазик замолкна.
Зборови заборавени силен ветер однесе.
Тишина тешка цел град задушила.

Крш сив тешки патишта затрупа.
Кршшшшшшшшшш — срце камен тежок пукна.
Птица мртва сиво крило спуштила.
Цвете суво црна земја пропило.
Крш градски стари сеќавања стрижа.

Струја морал празен праг напуштила.
Морање тешко сива рака водила.
Трпење тешко цела душа изеде.
Чета во темен мрак загина.
Светот замолча, црна ноќта падна.
Зора последна сиво небо закрила.",gemma-4-31b-it,google,0.43,-0.03,0.13,0.12,/Users/Aleks/Documents/Programming/Python/NLP/data/llm_transfer_logs/2026-09-17T210111.840036+0000__Катица_Ќулавкова__Славко_Јаневски.json,2026-09-17T21:01:11.840036+00:00
544_Славко Јаневски_0,544,Бранко Цветкоски,БОГИНКИ,Славко Јаневски,train,0,"Вечерниот дожд падна на старите села.
Измиен камен рѓата одзема.
Козја тропа во ладна вода потона.
Шар-Планина тиха во сон заспала.
Водата тече, земјата ја мие.
Сребрена капка на листот падна.

Високи врвови во оган паднаа.
Планини големи во длабочина влезоа.
Вулкан жежок цела земја ја пале.
Светот трпне една тешка мука.
Камен течен во темнината тече.

Крепоста ноќна тешка тишина чува.
Големо око се затворило.
Визба стара во црна ноќ загина.
Сребрена порта за секој затворена.
Ветерот носи една ладна ноќта.
Сонцето зајде, ноќта ја донесе.

Црна ноќ над целиот свет се спушта.
Средиште празно нова светлина бара.
Темнината силна сè околу осветлила.
Звезда падна, зора во далечина застана.
Светот во црно се претворило.

Сребрено цвете во сивиот пепел загина.
Среќно чедо во дълбок сон заспало.
Светот ѕвечи една последна песна.
Вали големи сè од земја однесоа.
Чиста земја се родила.",gemma-4-31b-it,google,0.43,-0.03,0.35,0.12,/Users/Aleks/Documents/Programming/Python/NLP/data/llm_transfer_logs/2026-09-17T210403.975253+0000__Бранко_Цветкоски__Славко_Јаневски.json,2026-09-17T21:04:03.975253+00:00
46_Славко Јаневски_0,46,Ацо Шопов,Ноќта,Славко Јаневски,train,0,"Град Скопје, маска блеска,
златна убавина сите луѓе измамува,
лажна слика окото заслепува,
вистината тешка под неа загина,
празна надеж во срцето остана.

Еден поет вистината знае,
сон од далечни стари села носи,
граница тесна со мисла руши,
духот слободен во небо лета,
светот скриен тој го открива.

Ден буен, памети течат,
река Вардар пролетна вода разлива,
возбудено срце во градите чука,
брза струја тешки сеќавања носи,
бела пена по камења капна.

Ноќ тиха, темен заборав дојде,
темна завеса целиот свет покрива,
тихо успивање душата гаси,
сон и јава во темнина се сливаат,
цвете мирисно во ноќта заспива,
мир длабок во мислите стапи.

Мир недонесен, млад поет присен,
преку соништа старите градови гази,
сокол висок над планина лета,
зората нова светла надеж носи,
срцето отворено за вистини чека,
душата чиста во вечност патува.",gemma-4-31b-it,google,0.43,-0.03,0.02,0.12,/Users/Aleks/Documents/Programming/Python/NLP/data/llm_transfer_logs/2026-09-17T210659.312595+0000__Ацо_Шопов__Славко_Јаневски.json,2026-09-17T21:06:59.312595+00:00
287_Славко Јаневски_0,287,Веле Смилевски,Хаику книга,Славко Јаневски,train,0,"Во Битола стара книга стои,
Тешка корица кожата крие,
Прашина сива врв нејзин паѓа,
Сонцето грее, зората рано дојде,
Ветерот дува, планината висока молчи.

Човек силен раката јасна крена,
Страница бела книгата цврста затвори,
Клучот недига, бравата стара молчи,
Срцето чука, мислата брза трча,
Идеја голема внатре темна спие.

Мајстор вешт нова корица прави,
Мерка точна голема идејата бара,
Кожа груба, злато сјајно блеска,
Раката сече, ножичката остра сече,
Формата тесна духот силен гуши,
Среброто бледи, времето старо тече.

Сокол висок крило широко рашири,
Цвете румено во книгата нова цвести,
Светот цел во мерка точна стана,
Душата пее, вистината чиста збори,
Направен облик мислата јасна прима.

Книгата тешка сама се отвора,
Светлина јасна врв страните падна,
Битола спие, зората златна грее,
Идејата слободна во светот излезе,
Мерката точна душата човечка спаси,
Книгата отворена, вистината јасна сияла.",gemma-4-31b-it,google,0.43,-0.03,0.13,0.12,/Users/Aleks/Documents/Programming/Python/NLP/data/llm_transfer_logs/2026-09-17T211306.063832+0000__Веле_Смилевски__Славко_Јаневски.json,2026-09-17T21:13:06.063832+00:00
650_Адем Гајтани_0,650,Блаже Конески,ПЕСНА НА ЛОЗИТЕ ВО ЛОЗЈАТА НА ВОДНО,Адем Гајтани,train,0,"Тревата на Пола нишаме
Ветерот задува во нивите
Зелени лисја, земјата, коренот
Сонцето зајде, ноќта излегува
Светот молчи, тишината владее
Убавиот сон во темната ката

Месечината паѓа на сивите камени
Сенките танцуваат, ноќта е тркалезна
Свитецот пее, гласот е јасен
Сребрена роса, школката на земјата
Срцето чуе, билките гледаат
Тајната на ноќта, вилиците

Лозјарот доаѓа, рацете кастри
Лозата плаче, убавината тече
Нема жала, само новите изненади
Божилото на граната, сокот тече
Крвта на земјата, виното се раѓа
Убавината е цел, вилиците

Коренот длабок, земјата чувствуваме
Луѓето од Пола, тие не знаат
Ние сме деца, тишината владее
Светот е далеку, мирот е тука
Духот полазува, земјата претвораш
Убавината е наша, останува",gemma-4-31b-it,google,-0.24,-0.07,-0.21,0.04,/Users/Aleks/Documents/Programming/Python/NLP/data/llm_transfer_logs/2026-09-18T153422.390195+0000__Блаже_Конески__Адем_Гајтани.json,2026-09-18T15:34:22.390195+00:00
779_Адем Гајтани_0,779,Пијан Славеј,НЕЗНАЈНИОТ ЉУБОВНИК,Адем Гајтани,train,0,"Девици доаѓаат, видат гробот.
Незнаен човек, тешка земјата.
Положија букет, свеж мирис цвеќите.
Цвеќе паѓа на сивиот каменот.
Гледаат во прашината, во тишината.
Тука лежи една голема тајната.

Пуши џоинт една млада убавица.
Бел чад се витка, излегува.
Казанова, Дон Жуан, стари имената.
Мајките раскажуваа за ноќна страста.
Рацете ги кинаат сите латиците.
Смеа ехо е во вилиците.

Тркалезен свет, топло тело, ноќта.
Тој ја знаеше белата школката.
Сакаме приказни, старите еротски митовите.
Нејќе да заборави млада девицата.
Срцето чува јажето, тешкиот јазот.
Божилото го покрива овој гробот.

Нема име, само студен каменот.
Ката на небото, далечни ѕвездите.
Претвораш сив пепел во цвеќите.
Букето лежи, мирисот долго останува.
Девојките си одат, тие смеат.
Незнаениот спие во вечната тишината.",gemma-4-31b-it,google,-0.24,-0.07,0.13,0.04,/Users/Aleks/Documents/Programming/Python/NLP/data/llm_transfer_logs/2026-09-18T153822.155589+0000__Пијан_Славеј__Адем_Гајтани.json,2026-09-18T15:38:22.155589+00:00
779_Блаже Конески_0,779,Пијан Славеј,НЕЗНАЈНИОТ ЉУБОВНИК,Блаже Конески,train,0,"Млади девици тивко по патот минаа,
свеж букет тешко на гробот положија.
Пушат бавно, сосем тивко,
бел џоинт тече во сината магла.
Лисја кинеат, сака-ме, па нејќе,
цвеќето паѓа сосем лесно,
спрема ладен камен што мрзне,
така играат стара игра.

Незнаен лежи, сосем во прах мина,
мајки шепнаа за негова голема сила.
Како сокол, силен и лут,
лутата мака го водела сосем.
Нема име, само тивок вик,
како Don Juan, како Casanova,
тиво се смееат на гробот,
додека сеќавањето тече бавно.",gemma-4-31b-it,google,-0.42,-0.3,-0.03,0.85,/Users/Aleks/Documents/Programming/Python/NLP/data/llm_transfer_logs/2026-09-18T155217.367215+0000__Пијан_Славеј__Блаже_Конески.json,2026-09-18T15:52:17.367215+00:00
146_Братислав Ташковски_0,146,Радован Павловски,Театар на мртвите,Братислав Ташковски,train,0,"Влегуваме многу тишо во темнината
светлина рака трепери малку
некој нè води бавно таму
театар душа гледа оддалечено
пиесот конечно сега почнува
гледаме сè многу поинаку
зборови ветер тешко паѓаат
суфлерот шепоти брзо во увото
борам за едно зрнце
останатите само долго чекаат
живот смрт живееме сега
гледаме јасно сè што мина
сакам ова точно да напишам
завесата конечно тешко паѓа",gemma-4-31b-it,google,-0.27,-0.18,-0.13,1.89,/Users/Aleks/Documents/Programming/Python/NLP/data/llm_transfer_logs/2026-09-18T153024.608847+0000__Радован_Павловски__Братислав_Ташковски.json,2026-09-18T15:30:24.608847+00:00
134_Братислав Ташковски_0,134,Јосип Коцев,"Сѐ што ќе создадам, отсега ќе чекори кон тебе",Братислав Ташковски,train,0,"Сакам да дојдеш токму сега
дојде така многу полека
чекор град го пресека
жила бавно и тишо шие
атом атом нежно спојува
брзо разлист во нас станува
толку краткотраено сè се случува
сапуница во воздухот пука
за едно зрнце силно борам
стиховите тие повторно ги пишувам
самотијата конечно и брзо завршува
заедно дишеме токму сега
наскоро сè повторно се менува
книгата тишо и веќе се затвора",gemma-4-31b-it,google,-0.27,-0.18,0.22,1.89,/Users/Aleks/Documents/Programming/Python/NLP/data/llm_transfer_logs/2026-09-18T153235.991013+0000__Јосип_Коцев__Братислав_Ташковски.json,2026-09-18T15:32:35.991013+00:00
46_Братислав Ташковски_0,46,Ацо Шопов,Ноќта,Братислав Ташковски,train,0,"Убавината лажно и тиво измамува
Поетот јасно и остро гледа
Со соништата силно јас борам
Границите многу лесно ги газам
Денот возбудено памети сè сега
Водата силно и брзо се разлива
Повторно во темнината се слива
Сон недонесен долго тука чека
Ноќта тиво и тешко се спушта
Заборавот полека во нас доаѓа
Светот нежно и долго се успива
Повторно присен во себе останам
Ова во стиховите јас пишувам
Наскоро ќе затворам оваа книга",gemma-4-31b-it,google,-0.27,-0.18,0.72,1.89,/Users/Aleks/Documents/Programming/Python/NLP/data/llm_transfer_logs/2026-09-18T153537.816203+0000__Ацо_Шопов__Братислав_Ташковски.json,2026-09-18T15:35:37.816203+00:00
287_Братислав Ташковски_0,287,Веле Смилевски,Хаику книга,Братислав Ташковски,train,0,"Сакам книгата да се отвора
побавно ја пишувам идејата
корицата точно се создава
мерката тешко се бара
идејата силно ја води раката
нејзината мерка точно се наоѓа
корица книгата ја чува
наскоро започнува да се отвора
само ако точно се создава
стихот тешко се создава
идејата мерката ја бара
книгата полека се отвора
корицата точно ја следи идејата
така книгата се отвора",gemma-4-31b-it,google,-0.27,-0.18,-0.06,1.89,/Users/Aleks/Documents/Programming/Python/NLP/data/llm_transfer_logs/2026-09-18T153807.154768+0000__Веле_Смилевски__Братислав_Ташковски.json,2026-09-18T15:38:07.154768+00:00
779_Братислав Ташковски_0,779,Пијан Славеј,НЕЗНАЈНИОТ ЉУБОВНИК,Братислав Ташковски,train,0,"Доаѓаат тие многу полека
Цвеќе букет тие полагаат
Паѓаат свежо тие сега
Пушат тие тивко така
Џоинтот гори брзо сега
Сакаме го тој сега
Направи тој силно работата
Ги надмина многу сите
Каменот молчи долго сега
Тој е незнаен сега
Девицата кине латиката
Нејќе да заборави сега
Сакам повторно да пишувам
Остануваат само тие стиховите",gemma-4-31b-it,google,-0.27,-0.18,-0.56,1.89,/Users/Aleks/Documents/Programming/Python/NLP/data/llm_transfer_logs/2026-09-18T155313.012404+0000__Пијан_Славеј__Братислав_Ташковски.json,2026-09-18T15:53:13.012404+00:00
